,user_id,display_name,reputation,view_count,answer_count,score,tags,title
57,3713,Spoike,118778,3361396,36,5298,"['git', 'git-merge', 'merge-conflict-resolution', 'git-merge-conflict']",How do I resolve merge conflicts in a Git repository?
58,18088,Tim,52459,4119814,26,5216,"['git', 'github', 'git-remote']",How to determine the URL that a local Git repository was originally cloned from
59,36830,knaser,1421,4714682,34,5183,"['regex', 'pattern-matching', 'regex-negation']",Regular expression to match a line that doesn&#39;t contain a word
60,12694,jschrab,11035,2737285,67,5171,"['javascript', 'object', 'clone']",What is the most efficient way to deep clone an object in JavaScript?
61,7473,Laurie Young,135274,1403705,37,5164,"['git', 'directory', 'git-add']",How do I add an empty directory to a Git repository?
62,4926,Jason Cohen,80431,2774584,70,5162,"['javascript', 'guid', 'uuid']",How do I create a GUID / UUID?
63,3836,Chris de Vries,56487,2570034,28,5161,"['sql', 'join', 'inner-join', 'outer-join']",What is the difference between &quot;INNER JOIN&quot; and &quot;OUTER JOIN&quot;?
64,111435,Prasad,58551,4702313,68,5111,"['javascript', 'jquery', 'html', 'checkbox']",How do I check whether a checkbox is checked in jQuery?
65,51816,Joan Venge,308779,3792631,26,5076,"['python', 'loops', 'list']",Accessing the index in &#39;for&#39; loops
66,110527,Emma,51373,3865168,34,5061,"['python', 'list', 'multidimensional-array', 'flatten']",How do I make a flat list out of a list of lists?
67,1268117,jclancy,48238,2813660,13,5041,"['vim', 'vi']",How do I exit Vim?
68,97101,markdorison,135374,3148734,43,5018,"['git', 'rebase', 'squash', 'git-squash']",How do I squash my last N commits together?
69,208809,Gordon,310535,809123,25,5015,"['php', 'arguments', 'operators', 'symbols', 'semantics']",Reference Guide: What does this symbol mean in PHP? (PHP Syntax)
70,20403,Lukas,9476,4767802,133,4989,"['html', 'css', 'alignment', 'centering']",How can I horizontally center an element?
71,126778,Robert Wills,50521,3656735,96,4985,"['javascript', 'string']",How do I make the first letter of a string uppercase in JavaScript?
72,1154350,Fizer Khan,85757,1493645,20,4964,"['node.js', 'npm', 'package.json', 'semantic-versioning']",What&#39;s the difference between tilde(~) and caret(^) in package.json?
73,2041950,Sean McMains,57479,1286140,31,4883,"['http', 'url', 'uri', 'urn', 'rfc3986']","What is the difference between a URI, a URL, and a URN?"
74,208,brad,73086,3353392,60,4796,"['javascript', 'arrays', 'algorithm', 'time-complexity', 'javascript-objects']",How do I check if an array includes a value in JavaScript?
75,296561,bill,26823,943297,9,4758,"['apache-flex', 'actionscript', 'soap', 'coldfusion', 'wsdl']",How to pass &quot;Null&quot; (a real surname!) to a SOAP web service in ActionScript 3
76,107277,Matt Huggins,80482,3017791,35,4749,"['git', 'undo', 'git-merge']",Undo a Git merge that hasn&#39;t been pushed yet
77,6068,pupeno,276383,3936520,43,4694,"['javascript', 'datetime', 'timestamp', 'date-arithmetic']",How do I get a timestamp in JavaScript?
78,117,Peter Coulton,54269,1655425,47,4683,"['git', 'git-branch', 'git-clone', 'remote-branch']",How do I clone all remote branches?
79,16616,Johnny Maelstrom,47081,2557253,63,4623,"['java', 'string', 'io', 'stream', 'inputstream']",How do I read / convert an InputStream into a String in Java?
80,656172,Lea Hayes,61676,1175893,31,4570,"['git', 'github', 'synchronization', 'repository', 'git-fork']",How do I update or sync a forked repository on GitHub?
81,97101,markdorison,135374,1838243,27,4566,"['git', 'git-tag']",How can I delete a remote tag?
82,18107,tpower,55820,3757200,43,4535,"['javascript', 'jquery', 'checkbox', 'selected', 'checked']",Setting &quot;checked&quot; for a checkbox with jQuery
83,215945,Mark Rajcok,360487,851110,15,4507,"['javascript', 'jquery', 'angularjs']",&quot;Thinking in AngularJS&quot; if I have a jQuery background?
84,4766,Daryl Spitzer,140532,1024835,35,4504,"['python', 'oop', 'methods', 'python-decorators']",Difference between @staticmethod and @classmethod
85,24039,Simon,77759,2829250,38,4450,"['python', 'slice', 'sequence']",Understanding slicing
86,151495,Jess,42128,594687,8,4439,"['javascript', 'json', 'ajax', 'security']",Why does Google prepend while(1); to their JSON responses?
87,8018,2cBGj7vsfp,2737,2470967,56,4381,"['javascript', 'html', 'performance', 'optimization', 'href']","Which &quot;href&quot; value should I use for JavaScript links, &quot;#&quot; or &quot;javascript:void(0)&quot;?"
88,34856,Goran Martinic,3787,1413757,66,4351,"['java', 'nullpointerexception', 'null']",Avoiding NullPointerException in Java
89,4264,Santiago Corredoira,47247,2788819,27,4347,"['javascript', 'clipboard', 'copy-paste']",How do I copy to the clipboard in JavaScript?
90,109549,zslayton,50743,892897,24,4339,"['docker', 'virtual-machine']",How is Docker different from a virtual machine?
91,46642,R. Martinho Fernandes,225019,1396546,37,4323,"['git', 'git-submodules']",How do I remove a submodule?
92,160173,David Murdoch,87024,1945577,43,4321,"['css', 'html', 'placeholder', 'html-input']",Change a HTML5 input&#39;s placeholder color with CSS
93,12597,Ian Boyd,242823,989135,34,4307,"['c#', '.net', 'loops', 'enums', 'enumeration']",How to enumerate an enum?
94,4120,Grundlefleck,123075,3094478,35,4292,"['bash', 'shell', 'unix', 'command', 'posix']",How do I check if a directory exists or not in a Bash shell script?
95,133858,Vidar Vestnes,42364,1785304,126,4279,"['android', 'android-edittext', 'android-softkeyboard', 'android-input-method', 'soft-keyboard']",How to close/hide the Android soft keyboard programmatically?
96,25680,Eugene M,46857,5843012,44,4254,"['python', 'list', 'indexing']",Finding the index of an item in a list
97,4316,dmanxiii,51003,1712518,35,4250,"['java', 'collections', 'hashmap', 'hashtable']",What are the differences between a HashMap and a Hashtable in Java?
98,14388,grepsedawk,5929,2964996,1,4230,"['c++', 'c++-faq']",The Definitive C++ Book Guide and List
99,150939,jamesmhaley,43983,5091707,38,4172,"['sql', 'sql-server', 'tsql', 'select', 'sql-update']",How do I UPDATE from a SELECT in SQL Server?
100,100335,kpozin,25253,197898,31,901,"['javascript', 'object-literal']",Self-references in object literals / initializers
101,203,Ben Mills,27064,226152,22,900,"['visual-studio', 'version-control']",Should I add the Visual Studio .suo and .user files to source control?
102,21709,Philip Morton,128633,764687,20,900,"['javascript', 'jquery', 'anchor', 'fragment-identifier']",How can you check for a #hash in a URL using JavaScript?
103,43907,Gold,59556,1412869,26,900,"['c#', 'string', 'parsing', 'isnumeric']",Identify if a string is a number
104,196874,murvinlai,48249,911993,24,900,"['javascript', 'node.js', 'post', 'express']",How to access POST form fields in Express
105,1654520,valerio0999,11221,851548,16,900,"['git', 'github', 'git-pull']",There is no tracking information for the current branch
106,383,GateKiller,73242,676708,23,899,"['database', 'database-design', 'language-agnostic', 'naming-conventions']","Database, Table and Column Naming Conventions?"
107,383,GateKiller,73242,676708,23,899,"['database', 'database-design', 'language-agnostic', 'naming-conventions']","Database, Table and Column Naming Conventions?"
108,2147,Jason Baker,189349,528210,13,899,"['database', 'transactions', 'locking', 'optimistic-locking', 'pessimistic-locking']",Optimistic vs. Pessimistic locking
109,24982,driekken,11353,244913,12,899,"['java', 'reference', 'weak-references', 'soft-references']",What&#39;s the difference between SoftReference and WeakReference in Java?
110,45935,Jim Ferrans,30402,146969,15,899,"['java', 'performance', 'collections', 'initialization']",Efficiency of Java &quot;Double Brace Initialization&quot;?
111,402822,John,9009,524165,36,899,"['ios', 'objective-c']",How to check iOS version?
112,197036,Bin Chen,60487,1549913,19,899,"['python', 'python-import']",How to import the class within the same directory or sub directory?
113,777906,DJ180,18234,1510076,36,899,"['java', 'websphere', 'slf4j']",SLF4J: Failed to load class &quot;org.slf4j.impl.StaticLoggerBinder&quot;
114,4583267,Thomas Vos,12101,594487,27,899,"['android', 'android-file', 'android-7.0-nougat']",android.os.FileUriExposedException: file:///storage/emulated/0/test.txt exposed beyond app through Intent.getData()
115,1695,Gishu,133552,374504,8,898,"['visual-studio', 'projects-and-solutions']",What are the various &quot;Build action&quot; settings in Visual Studio project properties and what do they do?
116,44988,PiX,9625,96535,14,898,"['c', 'increment', 'undefined-behavior', 'operator-precedence', 'sequence-points']",Why are these constructs using pre and post-increment undefined behavior?
117,192,tags2k,80447,698022,11,897,"['c#', '.net', 'performance', 'reflection', 'types']",How to create a new object instance from a Type
118,93796,user93796,18449,2517381,25,897,"['java', 'list', 'collections']",How to make a new List in Java
119,39036,samoz,55991,915705,9,897,"['bash', 'scripting', 'exit', 'exit-code']","In a Bash script, how can I exit the entire script if a certain condition occurs?"
120,54838,BC.,23878,907534,5,897,"['url', 'url-encoding']",URL encoding the space character: + or %20?
121,244932,Tom,29856,514529,9,897,"['mysql', 'text', 'message', 'varchar']",MySQL: Large VARCHAR vs. TEXT?
122,242769,aryaxt,75281,817095,35,897,"['java', 'android', 'handler', 'delay']",How to call a method after a delay in Android
123,220180,gremo,50073,193275,6,897,"['javascript', 'module', 'requirejs', 'amd', 'commonjs']","Relation between CommonJS, AMD and RequireJS?"
124,5291,Wilco,32554,321449,60,896,"['php', 'arrays']",How to check if PHP array is associative or sequential?
125,105037,Serg,13340,1032389,24,896,"['java', 'collections', 'constructor', 'initialization', 'hashset']",How to initialize HashSet values by construction?
126,174284,inger,19244,561461,21,896,"['git', 'git-merge', 'git-merge-conflict']",What&#39;s the simplest way to list conflicted files in Git?
127,1291943,Lgn,9381,1314996,24,896,"['arrays', 'bash', 'split']",How to split a string into an array in Bash?
128,1331430,Fabr&#237;cio Matt&#233;,68819,288761,7,896,"['javascript', 'asynchronous']",Why is my variable unaltered after I modify it inside of a function? - Asynchronous code reference
129,2355649,Muhammad Maqsoodur Rehman,33411,696604,32,895,"['android', 'scroll', 'textview', 'android-scrollview', 'scrollable']",Making TextView scrollable on Android
130,130758,devoured elysium,99497,493325,7,895,"['bash', 'function', 'parameter-passing']",How to pass all arguments passed to my Bash script to a function of mine?
131,314983,M4ks,11524,1165766,26,895,['maven'],How to force maven update?
132,844068,leslie,11700,391292,9,895,"['python', 'python-2.x']","What is __future__ in Python used for and how/when to use it, and how it works"
133,84143,Bibek Shrestha,32185,541017,5,895,"['docker', 'docker-compose']",What is the difference between ports and expose in docker-compose?
134,116,Mark Harrison,292951,469253,27,894,"['python', 'operating-system', 'cross-platform', 'platform-agnostic']",How to identify which OS Python is running on?
135,467090,John,15138,750857,12,894,"['python', 'hostname']",How can I use Python to get the system hostname?
136,565714,Frantischeck003,8951,444364,8,894,"['python', 'file-io']",How can I open multiple files using &quot;with open&quot; in Python?
137,2421575,Sara,13858,2636253,35,894,"['php', 'casting', 'type-conversion']",How do I convert a string to a number in PHP?
138,978264,Stokedout,10963,453705,9,894,"['c#', 'asp.net-mvc-3', 'entity-framework-5']",Entity Framework 5 Updating a Record
139,4967110,AZhao,13287,731776,6,894,"['python', 'pandas', 'dataframe', 'indexing', 'pandas-loc']",How are iloc and loc different?
140,2299167,N8FURY,9270,743759,23,894,"['javascript', 'reactjs']",Call child method from parent
141,58394,knorv,48489,1249655,12,893,"['java', 'intellij-idea']",Correct way to add external jars (lib/*.jar) to an IntelliJ IDEA project
142,2466277,vadim.zhiltsov,9194,982747,11,893,"['javascript', 'momentjs']",Moment.js transform to date object
143,11236,ripper234,219004,304020,4,892,"['java', 'url', 'javadoc', 'hyperlink']",Linking to an external URL in Javadoc?
144,236586,rocker,11187,529938,27,892,"['java', 'multithreading']",What is a daemon thread in Java?
145,2013,user2013,9221,303450,25,891,"['mysql', 'database', 'performance', 'innodb', 'myisam']",MyISAM versus InnoDB
146,175975,Peter,5088,1119736,17,891,"['css', 'text', 'overflow', 'ellipsis']",Limit text length to n lines using CSS
147,457036,Amal Kumar S,15305,1059145,8,891,"['git', 'git-reset', 'git-commit']",How to cancel a local git commit?
148,2725969,BrodieG,51228,159025,4,891,"['r', 'data.table', 'dplyr']",data.table vs dplyr: can one do something well the other can&#39;t or does poorly?
149,26107,Chris J Allen,18882,491219,29,890,"['css', 'clearfix']",What methods of ‘clearfix’ can I use?
150,12785,hamdiakoguz,15575,572571,37,890,"['javascript', 'overloading']",Function overloading in Javascript - Best practices
151,259130,Roman A. Taycher,18279,217814,5,890,"['haskell', 'monads', 'category-theory', 'monoids']","A monad is just a monoid in the category of endofunctors, what&#39;s the problem?"
152,260127,prosseek,178827,1111702,4,889,"['python', 'nonetype']",not None test in Python
153,356440,Stephane Rolland,38406,2970443,14,889,"['python', 'list', 'find']",Python: Find in list
154,710356,Stas Bichenko,12863,211616,12,889,"['javascript', 'asynchronous', 'reactjs', 'redux', 'redux-thunk']",Why do we need middleware for async flow in Redux?
155,1709,Anders Sandvig,20610,696302,12,888,"['java', 'maven', 'dependencies', 'maven-2', 'maven-metadata']",How do I tell Maven to use the latest version of a dependency?
156,174527,Jayesh,51025,454898,9,888,"['git', 'git-branch']",Cleaning up old remote git branches
157,197229,Mr. Boy,59698,481076,9,888,['git'],How to un-commit last un-pushed git commit without losing the changes
158,213269,Jonas,117702,2048085,9,887,"['xml', 'comments']",How do I comment out a block of tags in XML?
159,341583,sscirrus,54925,1627270,24,887,"['git', 'ssh', 'rsa']",How do I access my SSH public key?
160,375569,AJ00200,15807,630909,14,887,"['python', 'syntax', 'python-decorators']",What does the &quot;at&quot; (@) symbol do in Python?
161,149045,vehomzzz,41960,378525,6,886,['vim'],What is Vim recording and how can it be disabled?
162,595437,Freesn&#246;w,29909,984722,25,886,"['javascript', 'hash']",Generate a Hash from string in Javascript
163,144006,Mark L,11887,871955,29,885,"['ffmpeg', 'h.264', 'mp4']",How to concatenate two MP4 files using FFmpeg?
164,191814,Tedd,8885,719239,37,884,"['bash', 'sed', 'awk', 'replace']",How can I do a recursive find/replace of a string with awk or sed?
165,133830,peakit,28307,154273,16,884,"['java', 'generics', 'super', 'bounded-wildcard', 'pecs']",What is PECS (Producer Extends Consumer Super)?
166,328518,Adil Bhatty,17030,838654,35,884,"['java', 'android', 'object', 'android-intent', 'android-activity']",How to pass an object from one activity to another on Android
167,335717,Radek Simko,15594,1452087,40,884,"['git', 'github', 'url', 'download', 'version-control']",Download single files from GitHub
168,946069,Bnicholas,13537,717059,14,884,"['javascript', 'local-storage']",Clearing localStorage in javascript?
169,2587797,RustyShackleford,24262,918750,21,884,"['docker', 'docker-compose']",Docker Compose - How to execute multiple commands?
170,259541,froadie,78825,134324,19,883,"['java', 'generics', 'inheritance', 'polymorphism']",Is List&lt;Dog&gt; a subclass of List&lt;Animal&gt;? Why are Java generics not implicitly polymorphic?
171,1924375,user1924375,10471,848136,36,883,"['javascript', 'reactjs']",React js onClick can&#39;t pass value to method
172,35737,Frankomania,8885,244257,18,882,"['c++', 'inheritance', 'c++-faq', 'object-slicing']",What is object slicing?
173,35737,Frankomania,8885,244257,18,882,"['c++', 'inheritance', 'c++-faq', 'object-slicing']",What is object slicing?
174,115595,TwiggedToday,9835,907894,28,882,"['webserver', 'terminology', 'application-server']",What is the difference between application server and web server?
175,133374,Albert,64098,317840,17,882,"['git', 'git-branch', 'git-pull']",Rename master branch for both local and remote Git repositories
176,838242,Masoud Abasian,10419,2854212,30,882,"['python', 'list', 'multidimensional-array']",How to define a two-dimensional array?
177,270043,Rayne,13887,1260709,9,882,"['linux', 'bash', 'io-redirection']",Redirect all output to file in Bash
178,915064,FtDRbwLXw6,27374,727236,18,882,['json'],Is there any standard for JSON API response format?
179,4653,leora,184723,1257765,61,881,"['c#', 'reference', 'compiler-errors', 'dependencies', 'version']",The located assembly&#39;s manifest definition does not match the assembly reference
180,10888,Leonard,13571,369283,10,881,"['bash', 'if-statement', 'syntax']",Are double square brackets [[ ]] preferable over single square brackets [ ] in Bash?
181,97627,Paul Wagland,27074,774412,13,881,"['git', 'git-stash']",How to delete a stash created with git stash create?
182,271697,coffee-grinder,26680,918005,23,881,"['mongodb', 'mongo-shell']",How can I list all collections in the MongoDB shell?
183,7565,Robert S.,25130,263647,25,880,"['asp.net', '.net', 'visual-studio', 'projects-and-solutions']",ASP.NET Web Site or ASP.NET Web Application?
184,49153,Ali,257937,1515584,31,880,"['javascript', 'jquery', 'html-select']",Adding options to a &lt;select&gt; using jQuery?
185,49153,Ali,257937,1515584,31,880,"['javascript', 'jquery', 'html-select']",Adding options to a &lt;select&gt; using jQuery?
186,315427,Pablo,27512,800861,8,880,"['makefile', 'gnu', 'command-line-arguments']",Passing additional variables from command line to make
187,124486,Evan Carroll,76426,506656,9,880,"['node.js', 'console', 'console.log']",Node.js: printing to console without a trailing newline?
188,1371057,Irbis,11027,1350311,10,880,"['git', 'github']",git - remote add origin vs remote set-url origin
189,54064,user31673,13035,915261,13,879,"['c#', '.net', 'methods', 'delegates']",Pass Method as Parameter using C#
190,312443,JDM,9797,1503396,37,879,"['android', 'networking', 'tcp', 'debugging', 'adb']",How can I connect to Android with ADB over TCP?
191,3769905,BonsaiOak,26951,596522,11,879,"['javascript', 'promise', 'async-await', 'arrow-functions']",Syntax for an async arrow function
192,905,Keith,147973,496885,19,878,"['.net', 'class', 'struct', 'value-type', 'reference-type']",What&#39;s the difference between struct and class in .NET?
193,25968,Toji,33687,394766,15,878,['css'],CSS 100% height with padding/margin
194,56829,Omer Bokhari,56380,871579,29,878,"['javascript', 'dom', 'prototypejs']",Creating a new DOM element from an HTML string using built-in DOM methods or Prototype
195,55102,Bob The Janitor,20074,1165238,14,878,"['sql', 'sql-server', 'tsql']",Should I use != or &lt;&gt; for not equal in T-SQL?
196,249991,UMAR-MOBITSOLUTIONS,76688,803357,29,878,"['android', 'html', 'xml-parsing', 'textview']",How to display HTML in TextView?
197,248430,Stan,36589,902142,11,878,"['python', 'list', 'sorting', 'tuples']",How to sort a list/tuple of lists/tuples by the element at a given index?
198,20398,David Nordvall,12044,689737,10,878,"['html', 'css', 'css-selectors']",Can I write a CSS selector selecting elements NOT having a certain class or attribute?
199,1389663,Ninja Cowgirl,10061,2091672,22,878,"['powershell', 'string-concatenation']",How do I concatenate strings and variables in PowerShell?
200,391441,instantsetsuna,9023,391900,14,464,"['javascript', 'dom', 'dom-events']",onKeyPress Vs. onKeyUp and onKeyDown
201,290629,卢声远 Shengyuan Lu,30988,467838,23,464,"['java', 'unit-testing', 'junit', 'junit4']",How to run test methods in specific order in JUnit4?
202,263356,Gemini14,6254,194794,24,464,"['git', 'bash', 'windows-7', 'msysgit', 'mingw32']",Git Bash is extremely slow on Windows 7 x64
203,545234,Captain,4727,558381,9,464,"['bash', 'shell', 'command-line', 'syntax']",What is the purpose of &quot;&amp;&amp;&quot; in a shell command?
204,478377,Sai Krishna,7447,719462,32,464,"['python', 'json', 'django']",How to convert JSON data into a Python object?
205,373674,amateur,42925,160857,8,464,"['javascript', 'jslint', 'jshint']",Should I use JSLint or JSHint JavaScript validation?
206,913573,Hans,5265,890913,12,464,"['r', 'string-concatenation', 'r-faq']",How can two strings be concatenated?
207,1059540,user1059540,4643,390330,2,464,['git'],Remove last commit from remote Git repository
208,67153,Itay Moav -Malimovka,52083,699830,5,464,['css'],What does !important mean in CSS?
209,959321,Eugene,5253,720536,32,464,"['java', 'spring', 'hibernate', 'jsp', 'spring-mvc']",How to solve the “failed to lazily initialize a collection of role” Hibernate exception
210,1484025,Zippy Zeppoli,5707,646289,6,464,"['ruby', 'types']",Determining type of an object in ruby
211,2715054,phnmnn,12523,293864,18,464,"['android', 'android-service', 'android-8.0-oreo']",Android 8.0: java.lang.IllegalStateException: Not allowed to start service Intent
212,3599414,garrettmaring,6827,599247,11,464,"['typescript', 'tslint']",How to use `@ts-ignore` for a block?
213,9445337,Adam Hassan,4870,437524,10,464,"['javascript', 'npm']",What does &#39;x packages are looking for funding&#39; mean when running `npm install`?
214,18446,mbac32768,11415,214072,12,463,"['python', 'range', 'xrange']",Should you always favor xrange() over range()?
215,30576,Andrew Harry,13733,99687,18,463,"['algorithm', 'machine-learning', 'nlp', 'spell-checking', 'text-search']",How does the Google &quot;Did you mean?&quot; Algorithm work?
216,59143,Josh,5271,273042,6,463,"['javascript', 'jquery', 'iteration']",How to skip to next iteration in jQuery.each() util?
217,72858,CodeMonkey1313,15527,308436,17,463,"['c#', '.net', 'enums']",Enum &quot;Inheritance&quot;
218,371407,devyn,16307,661138,18,463,"['javascript', 'html', 'html5-canvas']",Resize HTML5 canvas to fit window
219,207646,sat,39588,478115,9,463,"['css', 'css-selectors']",How can I apply styles to multiple classes at once?
220,721286,Nick,5301,247837,21,463,"['unix', 'header', 'terminal', 'concatenation', 'cat']",Concatenate multiple files but include filename as section headers
221,138585,Elad,18659,193118,8,463,['git'],Git - push current branch shortcut
